前 128 个点的 FFT 结果:
第 116 个点: 116, s3 实部: -1338.246792, s3 虚部: 10.186783, s3 取模: 0.163365, s3 相位: 3.133981, s4 实部: 4.952791, s4 虚部: 5.150346, s4 取模: 0.000872, s4 相位: 0.804949, 相位差: 2.329031
第 117 个点: 117, s3 实部: -1338.406767, s3 虚部: 10.335878, s3 取模: 0.163385, s3 相位: 3.133870, s4 实部: 5.227414, s4 虚部: 5.426814, s4 取模: 0.000920, s4 相位: 0.804111, 相位差: 2.329759
第 118 个点: 118, s3 实部: -1338.602681, s3 虚部: 10.482693, s3 取模: 0.163409, s3 相位: 3.133762, s4 实部: 5.452899, s4 虚部: 5.603141, s4 取模: 0.000954, s4 相位: 0.798987, 相位差: 2.334775
第 119 个点: 119, s3 实部: -1338.958895, s3 虚部: 10.635050, s3 取模: 0.163452, s3 相位: 3.133650, s4 实部: 5.685542, s4 虚部: 5.673640, s4 取模: 0.000980, s4 相位: 0.784350, 相位差: 2.349300
第 120 个点: 120, s3 实部: -1340.048670, s3 虚部: 10.814130, s3 取模: 0.163585, s3 相位: 3.133523, s4 实部: 6.076518, s4 虚部: 5.478584, s4 取模: 0.000999, s4 相位: 0.733698, 相位差: 2.399825
第 121 个点: 121, s3 实部: -1125.147331, s3 虚部: 3.896331, s3 取模: 0.137348, s3 相位: 3.138130, s4 实部: -44.407441, s4 虚部: 72.059810, s4 取模: 0.010333, s4 相位: 2.123085, 相位差: 1.015045
第 122 个点: 122, s3 实部: -1335.455416, s3 虚部: 10.964645, s3 取模: 0.163025, s3 相位: 3.133382, s4 实部: 5.262843, s4 虚部: 7.101900, s4 取模: 0.001079, s4 相位: 0.933050, 相位差: 2.200333
第 123 个点: 123, s3 实部: -1336.439318, s3 虚部: 11.159146, s3 取模: 0.163145, s3 相位: 3.133243, s4 实部: 5.646978, s4 虚部: 6.865703, s4 取模: 0.001085, s4 相位: 0.882491, 相位差: 2.250752
第 124 个点: 124, s3 实部: -1336.660514, s3 虚部: 11.339731, s3 取模: 0.163172, s3 相位: 3.133109, s4 实部: 5.878085, s4 虚部: 6.843643, s4 取模: 0.001101, s4 相位: 0.861151, 相位差: 2.271958
第 125 个点: 125, s3 实部: -1336.648772, s3 虚部: 11.528187, s3 取模: 0.163171, s3 相位: 3.132968, s4 实部: 6.097150, s4 虚部: 6.868556, s4 取模: 0.001121, s4 相位: 0.844824, 相位差: 2.288144
第 126 个点: 126, s3 实部: -1336.487952, s3 虚部: 11.734659, s3 取模: 0.163152, s3 相位: 3.132813, s4 实部: 6.350703, s4 虚部: 6.906679, s4 取模: 0.001145, s4 相位: 0.827311, 相位差: 2.305502
第 127 个点: 127, s3 实部: -1336.163634, s3 虚部: 11.972735, s3 取模: 0.163112, s3 相位: 3.132632, s4 实部: 6.686203, s4 虚部: 6.945735, s4 取模: 0.001177, s4 相位: 0.804434, 相位差: 2.328198

3000 到 3500 个点的 FFT 结果:
第 3000 个点: 3000, s3 实部: -7231.137555, s3 虚部: 1015.021980, s3 取模: 0.891361, s3 相位: 3.002136, s4 实部: -351.769144, s4 虚部: 573.135137, s4 取模: 0.082089, s4 相位: 2.121274, 相位差: 0.880861
第 3001 个点: 3001, s3 实部: -7248.521375, s3 虚部: 1017.534274, s3 取模: 0.893505, s3 相位: 3.002126, s4 实部: -353.682887, s4 虚部: 575.729380, s4 取模: 0.082482, s4 相位: 2.121680, 相位差: 0.880446
第 3002 个点: 3002, s3 实部: -7265.983822, s3 虚部: 1020.038460, s3 取模: 0.895658, s3 相位: 3.002119, s4 实部: -355.739221, s4 虚部: 579.449409, s4 取模: 0.083000, s4 相位: 2.121393, 相位差: 0.880726
第 3003 个点: 3003, s3 实部: -7283.533753, s3 虚部: 1022.584565, s3 取模: 0.897823, s3 相位: 3.002108, s4 实部: -358.558123, s4 虚部: 586.312050, s4 取模: 0.083894, s4 相位: 2.119664, 相位差: 0.882444
第 3004 个点: 3004, s3 实部: -7301.222989, s3 虚部: 1025.393915, s3 取模: 0.900009, s3 相位: 3.002064, s4 实部: -366.733287, s4 虚部: 612.501600, s4 取模: 0.087146, s4 相位: 2.110294, 相位差: 0.891770
第 3005 个点: 3005, s3 实部: -7318.644807, s3 虚部: 1026.732666, s3 取模: 0.902138, s3 相位: 3.002212, s4 实部: -341.978488, s4 虚部: 522.341413, s4 取模: 0.076212, s4 相位: 2.150471, 相位差: 0.851742
第 3006 个点: 3006, s3 实部: -7336.542173, s3 虚部: 1029.750893, s3 取模: 0.904353, s3 相位: 3.002144, s4 实部: -353.383364, s4 虚部: 560.607416, s4 取模: 0.080895, s4 相位: 2.133239, 相位差: 0.868905
第 3007 个点: 3007, s3 实部: -7354.439790, s3 虚部: 1032.416460, s3 取模: 0.906561, s3 相位: 3.002124, s4 实部: -356.130741, s4 虚部: 568.569651, s4 取模: 0.081896, s4 相位: 2.130375, 相位差: 0.871749
第 3008 个点: 3008, s3 实部: -7372.423407, s3 虚部: 1035.078504, s3 取模: 0.908781, s3 相位: 3.002106, s4 实部: -357.692726, s4 虚部: 572.807625, s4 取模: 0.082436, s4 相位: 2.129004, 相位差: 0.873102
第 3009 个点: 3009, s3 实部: -7390.508625, s3 虚部: 1037.781722, s3 取模: 0.911013, s3 相位: 3.002084, s4 实部: -358.738523, s4 虚部: 575.899842, s4 取模: 0.082824, s4 相位: 2.127897, 相位差: 0.874187
第 3010 个点: 3010, s3 实部: -7408.710195, s3 虚部: 1040.555235, s3 取模: 0.913260, s3 相位: 3.002055, s4 实部: -359.353231, s4 虚部: 578.555783, s4 取模: 0.083139, s4 相位: 2.126601, 相位差: 0.875454
第 3011 个点: 3011, s3 实部: -7427.052851, s3 虚部: 1043.443429, s3 取模: 0.915526, s3 相位: 3.002014, s4 实部: -359.383180, s4 虚部: 581.107974, s4 取模: 0.083406, s4 相位: 2.124668, 相位差: 0.877346
第 3012 个点: 3012, s3 实部: -7445.592744, s3 虚部: 1046.548060, s3 取模: 0.917820, s3 相位: 3.001948, s4 实部: -358.289360, s4 虚部: 583.872462, s4 取模: 0.083623, s4 相位: 2.121187, 相位差: 0.880761
第 3013 个点: 3013, s3 实部: -7464.512182, s3 虚部: 1050.206212, s3 取模: 0.920170, s3 相位: 3.001817, s4 实部: -354.123175, s4 虚部: 587.593293, s4 取模: 0.083747, s4 相位: 2.113175, 相位差: 0.888642
第 3014 个点: 3014, s3 实部: -7485.075898, s3 虚部: 1056.782598, s3 取模: 0.922767, s3 相位: 3.001334, s4 实部: -332.905447, s4 虚部: 597.159102, s4 取模: 0.083458, s4 相位: 2.079366, 相位差: 0.921969
第 3015 个点: 3015, s3 实部: -7493.918178, s3 虚部: 1041.216722, s3 取模: 0.923573, s3 相位: 3.003535, s4 实部: -443.407461, s4 虚部: 560.990490, s4 取模: 0.087288, s4 相位: 2.239657, 相位差: 0.763878
第 3016 个点: 3016, s3 实部: -7517.480767, s3 虚部: 1053.060773, s3 取模: 0.926621, s3 相位: 3.002417, s4 实部: -391.678285, s4 虚部: 581.067710, s4 取模: 0.085541, s4 相位: 2.163904, 相位差: 0.838512
第 3017 个点: 3017, s3 实部: -7537.108856, s3 虚部: 1057.333090, s3 取模: 0.929066, s3 相位: 3.002219, s4 实部: -385.425445, s4 虚部: 585.356018, s4 取模: 0.085553, s4 相位: 2.153086, 相位差: 0.849132
第 3018 个点: 3018, s3 实部: -7556.492852, s3 虚部: 1060.928181, s3 取模: 0.931470, s3 相位: 3.002105, s4 实部: -383.941051, s4 虚部: 587.987104, s4 取模: 0.085723, s4 相位: 2.149260, 相位差: 0.852845
第 3019 个点: 3019, s3 实部: -7575.968851, s3 虚部: 1064.438389, s3 取模: 0.933884, s3 相位: 3.002004, s4 实部: -384.054297, s4 虚部: 590.072805, s4 取模: 0.085943, s4 相位: 2.147775, 相位差: 0.854229
第 3020 个点: 3020, s3 实部: -7595.694164, s3 虚部: 1068.090377, s3 取模: 0.936331, s3 相位: 3.001891, s4 实部: -385.054407, s4 虚部: 591.875866, s4 取模: 0.086194, s4 相位: 2.147569, 相位差: 0.854321
第 3021 个点: 3021, s3 实部: -7615.869835, s3 虚部: 1072.121159, s3 取模: 0.938838, s3 相位: 3.001737, s4 实部: -386.848443, s4 虚部: 593.456893, s4 取模: 0.086476, s4 相位: 2.148475, 相位差: 0.853262
第 3022 个点: 3022, s3 实部: -7636.936036, s3 虚部: 1077.013260, s3 取模: 0.941468, s3 相位: 3.001490, s4 实部: -389.807801, s4 虚部: 594.751888, s4 取模: 0.086806, s4 相位: 2.150967, 相位差: 0.850523
第 3023 个点: 3023, s3 实部: -7660.311409, s3 虚部: 1084.296764, s3 取模: 0.944418, s3 相位: 3.000979, s4 实部: -395.537405, s4 虚部: 595.412554, s4 取模: 0.087258, s4 相位: 2.157164, 相位差: 0.843815
第 3024 个点: 3024, s3 实部: -7695.063045, s3 虚部: 1103.723849, s3 取模: 0.948952, s3 相位: 2.999132, s4 实部: -414.752668, s4 虚部: 593.049947, s4 取模: 0.088341, s4 相位: 2.181090, 相位差: 0.818042
第 3025 个点: 3025, s3 实部: -7611.626323, s3 虚部: 995.980838, s3 取模: 0.937074, s3 相位: 3.011482, s4 实部: -293.664183, s4 虚部: 622.045681, s4 取模: 0.083970, s4 相位: 2.011871, 相位差: 0.999611
第 3026 个点: 3026, s3 实部: -7691.251837, s3 虚部: 1063.486800, s3 取模: 0.947806, s3 相位: 3.004192, s4 实部: -366.030505, s4 虚部: 607.795415, s4 取模: 0.086609, s4 相位: 2.112851, 相位差: 0.891340
第 3027 个点: 3027, s3 实部: -7717.736037, s3 虚部: 1073.768992, s3 取模: 0.951181, s3 相位: 3.003350, s4 实部: -375.258720, s4 虚部: 607.658896, s4 取模: 0.087181, s4 相位: 2.124019, 相位差: 0.879331
第 3028 个点: 3028, s3 实部: -7740.023364, s3 虚部: 1079.458633, s3 取模: 0.953971, s3 相位: 3.003022, s4 实部: -379.426462, s4 虚部: 608.654997, s4 取模: 0.087553, s4 相位: 2.128234, 相位差: 0.874788
第 3029 个点: 3029, s3 实部: -7761.105719, s3 虚部: 1083.778369, s3 取模: 0.956593, s3 相位: 3.002848, s4 实部: -382.080204, s4 虚部: 609.991782, s4 取模: 0.087863, s4 相位: 2.130380, 相位差: 0.872468
第 3030 个点: 3030, s3 实部: -7781.679642, s3 虚部: 1087.487682, s3 取模: 0.959143, s3 相位: 3.002742, s4 实部: -384.046078, s4 虚部: 611.484899, s4 取模: 0.088145, s4 相位: 2.131589, 相位差: 0.871153
第 3031 个点: 3031, s3 实部: -7801.955282, s3 虚部: 1090.834623, s3 取模: 0.961651, s3 相位: 3.002678, s4 实部: -385.579009, s4 虚部: 613.076945, s4 取模: 0.088409, s4 相位: 2.132213, 相位差: 0.870465
第 3032 个点: 3032, s3 实部: -7821.926885, s3 虚部: 1093.867298, s3 取模: 0.964117, s3 相位: 3.002647, s4 实部: -386.692170, s4 虚部: 614.762979, s4 取模: 0.088656, s4 相位: 2.132274, 相位差: 0.870373
第 3033 个点: 3033, s3 实部: -7841.260353, s3 虚部: 1096.401559, s3 取模: 0.966497, s3 相位: 3.002669, s4 实部: -387.061006, s4 虚部: 616.608246, s4 取模: 0.088870, s4 相位: 2.131353, 相位差: 0.871315
第 3034 个点: 3034, s3 实部: -7857.668684, s3 虚部: 1097.010215, s3 取模: 0.968491, s3 相位: 3.002879, s4 实部: -384.408126, s4 虚部: 619.078274, s4 取模: 0.088955, s4 相位: 2.126468, 相位差: 0.876411
第 3035 个点: 3035, s3 实部: -7920.724771, s3 虚部: 1126.960821, s3 取模: 0.976623, s3 相位: 3.000261, s4 实部: -428.191549, s4 虚部: 612.042266, s4 取模: 0.091181, s4 相位: 2.181261, 相位差: 0.819000
第 3036 个点: 3036, s3 实部: -7911.893507, s3 虚部: 1111.515592, s3 取模: 0.975292, s3 相位: 3.002019, s4 实部: -400.156389, s4 虚部: 619.719483, s4 取模: 0.090049, s4 相位: 2.144147, 相位差: 0.857873
第 3037 个点: 3037, s3 实部: -7930.250113, s3 虚部: 1113.150870, s3 取模: 0.977538, s3 相位: 3.002136, s4 实部: -399.144406, s4 虚部: 621.863524, s4 取模: 0.090202, s4 相位: 2.141422, 相位差: 0.860714
第 3038 个点: 3038, s3 实部: -7950.221204, s3 虚部: 1115.743414, s3 取模: 0.979997, s3 相位: 3.002162, s4 实部: -399.642150, s4 虚部: 623.696771, s4 取模: 0.090424, s4 相位: 2.140651, 相位差: 0.861511
第 3039 个点: 3039, s3 实部: -7970.717059, s3 虚部: 1118.607453, s3 取模: 0.982523, s3 相位: 3.002164, s4 实部: -400.561753, s4 虚部: 625.436536, s4 取模: 0.090663, s4 相位: 2.140430, 相位差: 0.861734
第 3040 个点: 3040, s3 实部: -7991.494207, s3 虚部: 1121.590030, s3 取模: 0.985085, s3 相位: 3.002155, s4 实部: -401.659184, s4 虚部: 627.122595, s4 取模: 0.090909, s4 相位: 2.140450, 相位差: 0.861706
第 3041 个点: 3041, s3 实部: -8012.471822, s3 虚部: 1124.639771, s3 取模: 0.987673, s3 相位: 3.002143, s4 实部: -402.851905, s4 虚部: 628.750895, s4 取模: 0.091155, s4 相位: 2.140619, 相位差: 0.861524
第 3042 个点: 3042, s3 实部: -8033.622781, s3 虚部: 1127.737244, s3 取模: 0.990282, s3 相位: 3.002127, s4 实部: -404.109018, s4 虚部: 630.277470, s4 取模: 0.091394, s4 相位: 2.140932, 相位差: 0.861194
第 3043 个点: 3043, s3 实部: -8054.957726, s3 虚部: 1130.880583, s3 取模: 0.992915, s3 相位: 3.002109, s4 实部: -405.430298, s4 虚部: 631.545577, s4 取模: 0.091612, s4 相位: 2.141502, 相位差: 0.860606
第 3044 个点: 3044, s3 实部: -8076.620916, s3 虚部: 1134.112300, s3 取模: 0.995588, s3 相位: 3.002086, s4 实部: -406.902856, s4 虚部: 631.684280, s4 取模: 0.091723, s4 相位: 2.143052, 相位差: 0.859034
第 3045 个点: 3045, s3 实部: -8092.400952, s3 虚部: 1135.485541, s3 取模: 0.997519, s3 相位: 3.002188, s4 实部: -404.610791, s4 虚部: 665.985916, s4 取模: 0.095125, s4 相位: 2.116739, 相位差: 0.885449
第 3046 个点: 3046, s3 实部: -8118.725982, s3 虚部: 1140.144925, s3 取模: 1.000780, s3 相位: 3.002071, s4 实部: -408.904369, s4 虚部: 641.017415, s4 取模: 0.092814, s4 相位: 2.138618, 相位差: 0.863454
第 3047 个点: 3047, s3 实部: -8140.677036, s3 虚部: 1143.417442, s3 取模: 1.003489, s3 相位: 3.002048, s4 实部: -410.382959, s4 虚部: 641.603807, s4 取模: 0.092972, s4 相位: 2.139840, 相位差: 0.862208
第 3048 个点: 3048, s3 实部: -8162.604251, s3 虚部: 1146.665554, s3 取模: 1.006195, s3 相位: 3.002028, s4 实部: -411.788272, s4 虚部: 643.001286, s4 取模: 0.093208, s4 相位: 2.140405, 相位差: 0.861623
第 3049 个点: 3049, s3 实部: -8184.608495, s3 虚部: 1149.921132, s3 取模: 1.008910, s3 相位: 3.002008, s4 实部: -413.185909, s4 虚部: 644.629039, s4 取模: 0.093467, s4 相位: 2.140795, 相位差: 0.861213
第 3050 个点: 3050, s3 实部: -8206.709144, s3 虚部: 1153.190955, s3 取模: 1.011638, s3 相位: 3.001989, s4 实部: -414.592585, s4 虚部: 646.366033, s4 取模: 0.093738, s4 相位: 2.141117, 相位差: 0.860872
第 3051 个点: 3051, s3 实部: -8228.908497, s3 虚部: 1156.477266, s3 取模: 1.014377, s3 相位: 3.001969, s4 实部: -416.019613, s4 虚部: 648.177590, s4 取模: 0.094018, s4 相位: 2.141406, 相位差: 0.860562
第 3052 个点: 3052, s3 实部: -8251.197310, s3 虚部: 1159.780745, s3 取模: 1.017127, s3 相位: 3.001948, s4 实部: -417.485207, s4 虚部: 650.063920, s4 取模: 0.094309, s4 相位: 2.141684, 相位差: 0.860264
第 3053 个点: 3053, s3 实部: -8273.538913, s3 虚部: 1163.100491, s3 取模: 1.019884, s3 相位: 3.001927, s4 实部: -419.040016, s4 虚部: 652.071436, s4 取模: 0.094618, s4 相位: 2.141972, 相位差: 0.859955
第 3054 个点: 3054, s3 实部: -8295.739367, s3 虚部: 1166.428496, s3 取模: 1.022625, s3 相位: 3.001903, s4 实部: -420.937256, s4 虚部: 654.473852, s4 取模: 0.094990, s4 相位: 2.142354, 相位差: 0.859548
第 3055 个点: 3055, s3 实部: -8372.703405, s3 虚部: 1172.208366, s3 取模: 1.032027, s3 相位: 3.002493, s4 实部: -351.891244, s4 虚部: 579.055047, s4 取模: 0.082714, s4 相位: 2.116858, 相位差: 0.885635
第 3056 个点: 3056, s3 实部: -8342.782983, s3 虚部: 1173.248285, s3 取模: 1.028427, s3 相位: 3.001879, s4 实部: -421.777944, s4 虚部: 656.093028, s4 取模: 0.095211, s4 相位: 2.142138, 相位差: 0.859741
第 3057 个点: 3057, s3 实部: -8365.353113, s3 虚部: 1176.640520, s3 取模: 1.031213, s3 相位: 3.001853, s4 实部: -423.669151, s4 虚部: 658.548781, s4 取模: 0.095588, s4 相位: 2.142474, 相位差: 0.859379
第 3058 个点: 3058, s3 实部: -8388.284042, s3 虚部: 1180.066762, s3 取模: 1.034043, s3 相位: 3.001829, s4 实部: -425.242780, s4 虚部: 660.685719, s4 取模: 0.095912, s4 相位: 2.142686, 相位差: 0.859143
第 3059 个点: 3059, s3 实部: -8411.387390, s3 虚部: 1183.520431, s3 取模: 1.036895, s3 相位: 3.001806, s4 实部: -426.733639, s4 虚部: 662.773949, s4 取模: 0.096224, s4 相位: 2.142843, 相位差: 0.858963
第 3060 个点: 3060, s3 实部: -8434.616858, s3 虚部: 1187.002460, s3 取模: 1.039762, s3 相位: 3.001781, s4 实部: -428.182797, s4 虚部: 664.881745, s4 取模: 0.096537, s4 相位: 2.142941, 相位差: 0.858840
第 3061 个点: 3061, s3 实部: -8457.940742, s3 虚部: 1190.517090, s3 取模: 1.042641, s3 相位: 3.001754, s4 实部: -429.591619, s4 虚部: 667.057523, s4 取模: 0.096853, s4 相位: 2.142949, 相位差: 0.858805
第 3062 个点: 3062, s3 实部: -8481.307764, s3 虚部: 1194.074696, s3 取模: 1.045526, s3 相位: 3.001723, s4 实部: -430.932056, s4 虚部: 669.379600, s4 取模: 0.097180, s4 相位: 2.142785, 相位差: 0.858938
第 3063 个点: 3063, s3 实部: -8504.578032, s3 虚部: 1197.705661, s3 取模: 1.048401, s3 相位: 3.001682, s4 实部: -432.103102, s4 虚部: 672.058689, s4 取模: 0.097532, s4 相位: 2.142203, 相位差: 0.859479
第 3064 个点: 3064, s3 实部: -8527.093916, s3 虚部: 1201.553510, s3 取模: 1.051188, s3 相位: 3.001604, s4 实部: -432.606054, s4 虚部: 676.076135, s4 取模: 0.097978, s4 相位: 2.140023, 相位差: 0.861581
第 3065 个点: 3065, s3 实部: -8509.683925, s3 虚部: 1214.156023, s3 取模: 1.049300, s3 相位: 2.999870, s4 实部: -402.511725, s4 虚部: 739.688304, s4 取模: 0.102797, s4 相位: 2.069148, 相位差: 0.930722
第 3066 个点: 3066, s3 实部: -8581.354675, s3 虚部: 1207.396438, s3 取模: 1.057847, s3 相位: 3.001810, s4 实部: -440.402059, s4 虚部: 671.054987, s4 取模: 0.097981, s4 相位: 2.151576, 相位差: 0.850234
第 3067 个点: 3067, s3 实部: -8603.979923, s3 虚部: 1211.379754, s3 取模: 1.060649, s3 相位: 3.001719, s4 实部: -440.734204, s4 虚部: 675.592245, s4 取模: 0.098467, s4 相位: 2.148834, 相位差: 0.852885
第 3068 个点: 3068, s3 实部: -8627.897296, s3 虚部: 1215.134888, s3 取模: 1.063604, s3 相位: 3.001675, s4 实部: -441.979472, s4 虚部: 678.455200, s4 取模: 0.098843, s4 相位: 2.148190, 相位差: 0.853485
第 3069 个点: 3069, s3 实部: -8652.237946, s3 虚部: 1218.850769, s3 取模: 1.066610, s3 相位: 3.001642, s4 实部: -443.484652, s4 虚部: 680.955791, s4 取模: 0.099199, s4 相位: 2.148062, 相位差: 0.853580
第 3070 个点: 3070, s3 实部: -8676.846300, s3 虚部: 1222.559816, s3 取模: 1.069647, s3 相位: 3.001615, s4 实部: -445.150018, s4 虚部: 683.360342, s4 取模: 0.099556, s4 相位: 2.148164, 相位差: 0.853451
第 3071 个点: 3071, s3 实部: -8701.687033, s3 虚部: 1226.265769, s3 取模: 1.072713, s3 相位: 3.001592, s4 实部: -446.986535, s4 虚部: 685.790002, s4 取模: 0.099927, s4 相位: 2.148424, 相位差: 0.853168
第 3072 个点: 3072, s3 实部: -8726.778884, s3 虚部: 1229.953970, s3 取模: 1.075809, s3 相位: 3.001575, s4 实部: -449.095285, s4 虚部: 688.373283, s4 取模: 0.100331, s4 相位: 2.148857, 相位差: 0.852717
第 3073 个点: 3073, s3 实部: -8752.228994, s3 虚部: 1233.568035, s3 取模: 1.078947, s3 相位: 3.001572, s4 实部: -451.807390, s4 虚部: 691.400633, s4 取模: 0.100822, s4 相位: 2.149605, 相位差: 0.851967
第 3074 个点: 3074, s3 实部: -8778.561883, s3 虚部: 1236.839395, s3 取模: 1.082186, s3 相位: 3.001621, s4 实部: -456.641916, s4 虚部: 696.114496, s4 取模: 0.101627, s4 相位: 2.151369, 相位差: 0.850252
第 3075 个点: 3075, s3 实部: -8820.405791, s3 虚部: 1232.271395, s3 取模: 1.087167, s3 相位: 3.002784, s4 实部: -505.588532, s4 虚部: 736.566321, s4 取模: 0.109057, s4 相位: 2.172345, 相位差: 0.830439
第 3076 个点: 3076, s3 实部: -8823.463837, s3 虚部: 1247.697463, s3 取模: 1.087798, s3 相位: 3.001117, s4 实部: -442.835064, s4 虚部: 686.417882, s4 取模: 0.099715, s4 相位: 2.143747, 相位差: 0.857370
第 3077 个点: 3077, s3 实部: -8850.875392, s3 虚部: 1250.757346, s3 取模: 1.091164, s3 相位: 3.001208, s4 实部: -449.587970, s4 虚部: 692.595118, s4 取模: 0.100796, s4 相位: 2.146563, 相位差: 0.854644
第 3078 个点: 3078, s3 实部: -8877.129131, s3 虚部: 1254.532115, s3 取模: 1.094402, s3 相位: 3.001201, s4 实部: -452.648174, s4 虚部: 695.737473, s4 取模: 0.101321, s4 相位: 2.147595, 相位差: 0.853606
第 3079 个点: 3079, s3 实部: -8903.211703, s3 虚部: 1258.522830, s3 取模: 1.097622, s3 相位: 3.001167, s4 实部: -454.867512, s4 虚部: 698.142557, s4 取模: 0.101715, s4 相位: 2.148253, 相位差: 0.852914
第 3080 个点: 3080, s3 实部: -8929.276767, s3 虚部: 1262.661399, s3 取模: 1.100843, s3 相位: 3.001117, s4 实部: -456.721956, s4 虚部: 700.168994, s4 取模: 0.102046, s4 相位: 2.148788, 相位差: 0.852329
第 3081 个点: 3081, s3 实部: -8955.338630, s3 虚部: 1266.959216, s3 取模: 1.104067, s3 相位: 3.001050, s4 实部: -458.319508, s4 虚部: 701.850494, s4 取模: 0.102325, s4 相位: 2.149289, 相位差: 0.851761
第 3082 个点: 3082, s3 实部: -8981.329221, s3 虚部: 1271.489780, s3 取模: 1.107286, s3 相位: 3.000957, s4 实部: -459.612432, s4 虚部: 703.027705, s4 取模: 0.102531, s4 相位: 2.149811, 相位差: 0.851146
第 3083 个点: 3083, s3 实部: -9007.007154, s3 虚部: 1276.478611, s3 取模: 1.110475, s3 相位: 3.000810, s4 实部: -460.314807, s4 虚部: 703.132942, s4 取模: 0.102589, s4 相位: 2.150442, 相位差: 0.850367
第 3084 个点: 3084, s3 实部: -9031.311230, s3 虚部: 1282.887733, s3 取模: 1.113522, s3 相位: 3.000488, s4 实部: -459.091760, s4 虚部: 699.662409, s4 取模: 0.102153, s4 相位: 2.151491, 相位差: 0.848997
第 3085 个点: 3085, s3 实部: -9034.915425, s3 虚部: 1308.114364, s3 取模: 1.114395, s3 相位: 2.997807, s4 实部: -431.390802, s4 虚部: 646.942615, s4 取模: 0.094920, s4 相位: 2.158901, 相位差: 0.838906
第 3086 个点: 3086, s3 实部: -9099.306833, s3 虚部: 1278.843044, s3 取模: 1.121672, s3 相位: 3.001964, s4 实部: -480.797620, s4 虚部: 737.593076, s4 取模: 0.107478, s4 相位: 2.148469, 相位差: 0.853496
第 3087 个点: 3087, s3 实部: -9121.471861, s3 虚部: 1287.777953, s3 取模: 1.124503, s3 相位: 3.001339, s4 实部: -476.392576, s4 虚部: 728.139579, s4 取模: 0.106218, s4 相位: 2.150160, 相位差: 0.851178
第 3088 个点: 3088, s3 实部: -9147.309692, s3 虚部: 1293.632123, s3 取模: 1.127726, s3 相位: 3.001102, s4 实部: -476.536301, s4 虚部: 727.098842, s4 取模: 0.106121, s4 相位: 2.150954, 相位差: 0.850148
第 3089 个点: 3089, s3 实部: -9173.953970, s3 虚部: 1299.005315, s3 取模: 1.131038, s3 相位: 3.000931, s4 实部: -477.617397, s4 虚部: 727.738817, s4 取模: 0.106259, s4 相位: 2.151590, 相位差: 0.849341
第 3090 个点: 3090, s3 实部: -9200.905131, s3 虚部: 1304.379881, s3 取模: 1.134388, s3 相位: 3.000765, s4 实部: -479.054175, s4 虚部: 728.954559, s4 取模: 0.106479, s4 相位: 2.152202, 相位差: 0.848562
第 3091 个点: 3091, s3 实部: -9227.940932, s3 虚部: 1310.014499, s3 取模: 1.137752, s3 相位: 3.000573, s4 实部: -480.663065, s4 虚部: 730.366692, s4 取模: 0.106731, s4 相位: 2.152853, 相位差: 0.847720
第 3092 个点: 3092, s3 实部: -9254.822775, s3 虚部: 1316.246128, s3 取模: 1.141108, s3 相位: 3.000317, s4 实部: -482.352535, s4 虚部: 731.731585, s4 取模: 0.106984, s4 相位: 2.153607, 相位差: 0.846710
第 3093 个点: 3093, s3 实部: -9281.029740, s3 虚部: 1323.863730, s3 取模: 1.144406, s3 相位: 2.999907, s4 实部: -484.024719, s4 虚部: 732.686384, s4 取模: 0.107193, s4 相位: 2.154599, 相位差: 0.845308
第 3094 个点: 3094, s3 实部: -9304.560405, s3 虚部: 1335.931114, s3 取模: 1.147458, s3 相位: 2.998989, s4 实部: -485.380965, s4 虚部: 731.992032, s4 取模: 0.107214, s4 相位: 2.156323, 相位差: 0.842666
第 3095 个点: 3095, s3 实部: -9298.300307, s3 虚部: 1393.932137, s3 取模: 1.147730, s3 相位: 2.992788, s4 实部: -482.432925, s4 虚部: 713.169412, s4 取模: 0.105105, s4 相位: 2.165551, 相位差: 0.827238
第 3096 个点: 3096, s3 实部: -9393.539344, s3 虚部: 1297.063546, s3 取模: 1.157552, s3 相位: 3.004380, s4 实部: -494.550931, s4 虚部: 755.951105, s4 取模: 0.110272, s4 相位: 2.150126, 相位差: 0.854254
第 3097 个点: 3097, s3 实部: -9409.732464, s3 虚部: 1321.512337, s3 取模: 1.159921, s3 相位: 3.002064, s4 实部: -495.157406, s4 虚部: 750.687895, s4 取模: 0.109776, s4 相位: 2.153894, 相位差: 0.848170
第 3098 个点: 3098, s3 实部: -9435.336967, s3 虚部: 1332.015443, s3 取模: 1.163195, s3 相位: 3.001346, s4 实部: -497.344829, s4 虚部: 751.110972, s4 取模: 0.109966, s4 相位: 2.155662, 相位差: 0.845684
第 3099 个点: 3099, s3 实部: -9462.729643, s3 虚部: 1340.298470, s3 取模: 1.166648, s3 相位: 3.000889, s4 实部: -500.080606, s4 虚部: 752.607446, s4 取模: 0.110303, s4 相位: 2.157273, 相位差: 0.843616
第 3100 个点: 3100, s3 实部: -9490.731484, s3 虚部: 1348.276304, s3 取模: 1.170169, s3 相位: 3.000475, s4 实部: -503.351040, s4 虚部: 754.493297, s4 取模: 0.110716, s4 相位: 2.159125, 相位差: 0.841349
